test_id,number,problem,choice_1,choice_2,choice_3,choice_4,choice_5,answer
KSAT_2023_06_고3_미적분,8,"두 곡선 y=2x²-1, y=x³-x²+k가 만나는 점의 개수가 2가 되도록 하는 양수 k의 값은? [3점]",1,2,3,4,5,3
KSAT_2023_06_고3_미적분,9,"수열 {an}이 모든 자연수 n에 대하여 ∑(k=1 to n) [1/((2k-1)ak)] = n²+2n을 만족시킬 때, ∑(n=1 to 10) a_n의 값은? [4점]",10/21,2/7,4/21,16/3,6/7,1
KSAT_2023_06_고3_미적분,12,"a₂ = -4이고 공차가 0이 아닌 등차수열 {an}에 대하여 수열 {bn}을 bn=an+an+1(n ≥ 1)이라 하고, 두 집합 A, B를 A = {a₁, a₂, a₃, a₄, a₅}, B = {b₁, b₂, b₃, b₄, b₅}라 하자. n(A∩B)=3이 되도록 하는 모든 수열 {an}에 대하여 a₂₀의 값의 합은? [4점]",30,34,38,42,46,5
KSAT_2023_06_고3_미적분,14,"실수 a(a≥0)에 대하여 수직선 위를 움직이는 점 P의 시각 t(t≥0)에서의 속도 v(t)를 v(t) = -t(t-1)(t-a)(t-2a)라 하자. 점 P가 시각 t=0일 때 출발한 후 운동 방향을 한 번만 바꾸도록 하는 a에 대하여, 시각 t=0에서 t=2까지 점 P의 위치의 변화량의 최댓값은? [4점]",1/5,7/30,4/15,3/10,1/3,3
KSAT_2023_06_고3_미적분,15,"자연수 k에 대하여 다음 조건을 만족시키는 수열 {an}이 있다. a₁=k이고, 모든 자연수 n에 대하여 an+1 = an+2n-k (an≤0), an-2n-k (an>0)이다. a₃×a₄×a₅×a₆ <0이 되도록 하는 모든 k의 값의 합은? [4점]",10,14,18,22,26,2
KSAT_2023_06_고3_미적분,24,"매개변수 t로 나타내어진 곡선 x = 5t/(t²+1), y=3ln(t²+1)에서 t=2일 때, dy/dx의 값은? [3점]",-1,-2,-3,-4,-5,4
KSAT_2023_06_고3_미적분,25,"lim(x→0) (2^(ax+b)-8)/(2^(bx)-1) = 16일 때, a+b의 값은? (단, a와 b는 0이 아닌 상수이다.) [3점]",9,10,11,12,13,1
KSAT_2023_06_고3_미적분,26,x에 대한 방정식 x²-5x+2lnx=t의 서로 다른 실근의 개수가 2가 되도록 하는 모든 실수 t의 값의 합은? [3점],17/2,33/4,-8,31/4,15/2,2
KSAT_2023_06_고3_미적분,27,"실수 t(0<t<π/2)에 대하여 곡선 y=sinx 위의 점 P(t, sint)에서의 접선과 점 P를 지나고 기울기가 -1인 직선이 이루는 예각의 크기를 θ라 할 때, lim(t→π/2-) [tanθ/(π/2-t)²]의 값은? [3점]",1/16,1/8,1/4,1/2,1,3
KSAT_2023_06_고3_미적분,28,"두 상수 a(a>0), b에 대하여 실수 전체의 집합에서 연속인 함수 f(x)가 다음 조건을 만족시킬 때, a×b의 값은? [4점]
(가) 모든 실수 x에 대하여 {f(x)}²+2f(x)=acos³(πx) × e^(sin²(πx)) +b이다.
(나) f(0) = f(2) +1",1/16,-7/64,5/32,-13/64,-1/4,2
KSAT_2025_03_고3_기하,2,함수 f(x)=x³-4x²+x에 대하여 lim (f(3+h)-f(3))/h의 값은? [2점],1,2,3,4,5,5
KSAT_2025_03_고3_기하,3,"모든 항이 양수인 등비수열 {an}이 a₄ = 2a₃+3a₂를 만족시킬 때, 수열 {an}의 공비는? [3점]",1,2,3,4,5,3
KSAT_2025_03_고3_기하,4,"[MultiModal] 닫힌구간 [-2,2]에서 정의된 함수 y=f(x)의 그래프가 그림과 같다. lim x→0- f(x) - lim x→1+ f(x)의 값은? [3점]",-2,-1,0,1,2,2
KSAT_2025_03_고3_기하,7,"다항함수 f(x)에 대하여 f'(x)=x²+x이고 f(0)=-1일 때, f(2)의 값은? [3점]",1,2,3,4,5,5
KSAT_2025_03_고3_기하,8,"두 실수 a = (log₃)² - (log₂)² , b=log₆10에 대하여 10^(a+b)의 값은? [3점]",7/6,4/3,3/2,5/3,11/6,3
KSAT_2025_03_고3_기하,9,"시각 t=0일 때 원점을 출발하여 수직선 위를 움직이는 점 P의 시각 t(t≥0)에서의 속도 v(t)가 v(t) = -3t²+6t이다. 양수 a에 대하여 시각 t=a에서 점 P의 위치가 0일 때, 시각 t=0에서 t=2a까지 점 P가 움직인 거리는? [4점]",112,114,116,118,120,3
KSAT_2025_03_고3_기하,10,"수열 {an}이 모든 자연수 n에 대하여 an = 10 (n이 3의 배수가 아닌 경우) 또는 -19 (n이 3의 배수인 경우) 일 때, ∑(k=1 to n) a_k = ∑(k=1 to n) a_(3k)를 만족시키는 자연수 n의 값은? [4점]",25,26,27,28,29,5
KSAT_2025_03_고3_기하,11,"0이 아닌 실수 a에 대하여 함수 f(x)를 f(x) = x³+3ax² + 4a라 하자. 함수 f(x)의 극솟값이 -40일 때, f(2)의 값은? [4점]",-24,-20,-16,-12,-8,1
KSAT_2025_03_고3_기하,12,"[MultiModal] 함수 f(x) = x³+2x²-x+4에 대하여 원점 0에서 곡선 y=f(x)에 그은 접선의 접점을 A라 하고, 곡선 위의 점 B(-2, f(-2))에서 x축에 내린 수선의 발을 C라 하자. 곡선 y=f(x)와 세 선분 OA, OC, BC로 둘러싸인 부분의 넓이는? [4점]",45/4,47/4,49/4,51/4,53/4,4
KSAT_2025_03_고3_기하,13,"0이 아닌 실수 a에 대하여 함수 f(x)가 f(x) = asinx (x < 0) 또는 1-cosx (x ≥ 0) 이 있다. 닫힌구간 [-π,π]에서 함수 f(x)의 최댓값과 최솟값을 각각 M, m이라 하자. M-m=4를 만족시키는 모든 a의 값의 곱은? [4점]",-12,-10,-8,-6,-4,3
KSAT_2025_03_고3_기하,14,"최고차항의 계수가 1인 사차함수 f(x)가 다음 조건을 만족시킨다. x₁≤ x₂인 모든 실수 x1, x2에 대하여 부등식 ∫(x1 to x2) {f(t)-f'(a)(t-a)}dt ≥ ∫(x1 to x2) f(a)dt를 만족시키는 모든 실수 a의 값의 범위가 a≤-1 또는 a≥3이다. f(1)=15, f'(1)=1일 때, f(4)의 값은? [4점]",21,23,25,27,29,4
KSAT_2025_03_고3_기하,15,"세 실수 a, p, q(p<q)에 대하여 함수 f(x)가 f(x) = |2ˣ-4| (x≤p 또는 x ≥ q) 또는 a+log₂x (p<x<q)이다. 함수 f(x)가 실수 전체의 집합에서 실수 전체의 집합으로의 일대일대응일 때, f((p+q)/2)의 값은? [4점]",3/2,2,5/2,3,7/2,2
KSAT_2025_03_고3_기하,24,"쌍곡선 x²/a² - y²/4 = 1의 한 점근선의 방정식이 y=1/2x일 때, 양수 a의 값은? [3점]",2,4,6,8,10,3
KSAT_2025_03_고3_기하,25,"초점이 F인 포물선 y²=16x 위의 점 P에 대하여 선분 FP를 지름으로 하는 원의 넓이가 25π일 때, 이 원의 중심에서 포물선의 준선까지의 거리는? [3점]",9,10,11,12,13,1
KSAT_2025_03_고3_기하,26,"두 초점이 F(c, 0), F'(-c, 0) (c>0)이고 장축의 길이가 2인 타원이 있다. 이 타원 위에 있는 제2사분면 위의 점 P에 대하여 직선 F'P가 y축과 점 Q에서 만난다. 직선 FP가 선분 F'Q의 수직이등분선일 때, c의 값은? [3점]",3-2√2,√2-1,2√3-3,√3-1,2√2-2,4
KSAT_2025_03_고3_기하,27,"[MultiModal] 그림과 같이 두 초점이 F(c, 0), F'(-c, 0) (c>0)이고 주축의 길이가 2인 쌍곡선 C가 있다. 쌍곡선 C 위에 있는 제1사분면 위의 점 P에 대하여 선분 F'P가 쌍곡선 C와 만나는 점 중 P가 아닌 점을 Q라 하고, 선분 FQ가 쌍곡선 C와 만나는 점 중 Q가 아닌 점을 R이라 하자. PQ=4이고 삼각형 F'RQ의 둘레의 길이가 16일 때, 삼각형 FPQ의 둘레의 길이는? [3점]",18,20,22,24,26,2
KSAT_2025_03_고3_기하,28,"직선 y=a(a>0)이 두 포물선 C₁: y²=12x, C₂: y² = -6x와 만나는 점을 각각 P, Q라 하고, 두 포물선 C₁, C₂의 초점을 각각 F₁, F₂라 하자. 사각형 PQF₂F₁의 둘레의 길이가 41일 때, 사각형 PQF₂F₁의 넓이는? [4점]",76,78,80,82,84,4
KSAT_2023_06_고3_확률과 통계,2,함수 f(x)=x²-2x+3에 대하여 lim(h→0) [f(3+h)-f(3)]/h의 값은? [2점],1,2,3,4,5,4
KSAT_2023_06_고3_확률과 통계,3,"수열 {a_n}에 대하여 ∑(k=1 to 10) (2a_k+3) = 60일 때, ∑(k=1 to 10) a_k의 값은? [3점]",10,15,20,25,30,2
KSAT_2023_06_고3_확률과 통계,4,"실수 전체의 집합에서 연속인 함수 f(x)가 lim(x→1) f(x) = 4-f(1)을 만족시킬 때, f(1)의 값은? [3점]",1,2,3,4,5,2
KSAT_2023_06_고3_확률과 통계,5,"다항함수 f(x)에 대하여 함수 g(x)를 g(x)=(x³+1)f(x)라 하자. f(1)=2, f'(1)=3일 때, g'(1)의 값은? [3점]",12,14,16,18,20,1
KSAT_2023_06_고3_확률과 통계,7,"상수 a(a>2)에 대하여 함수 y=log₂(x-a)의 그래프의 점근선이 두 곡선 y=log₂(x/7), y=log₄x와 만나는 점을 각각 A, B라 하자. AB=4일 때, a의 값은? [3점]",4,6,8,10,12,3
KSAT_2023_06_고3_확률과 통계,8,"두 곡선 y=2x²-1, y=x³-x²+k가 만나는 점의 개수가 2가 되도록 하는 양수 k의 값은? [3점]",1,2,3,4,5,3
KSAT_2023_06_고3_확률과 통계,9,"수열 {a_n}이 모든 자연수 n에 대하여 ∑(k=1 to n) [1/((2k-1)a_k)] = n²+2n을 만족시킬 때, ∑(n=1 to 10) a_n의 값은? [4점]",10/21,4/7,2/3,16/21,6/7,3
KSAT_2023_06_고3_확률과 통계,12,"a₂ = -4이고 공차가 0이 아닌 등차수열 {a_n}에 대하여 수열 {b_n}을 b_n=a_n+a_(n+1)(n ≥ 1)이라 하고, 두 집합 A, B를 A = {a₁, a₂, a₃, a₄, a₅}, B = {b₁, b₂, b₃, b₄, b₅}라 하자. n(A∩B)=3이 되도록 하는 모든 수열 {a_n}에 대하여 a₂₀의 값의 합은? [4점]",30,34,38,42,46,5
KSAT_2023_06_고3_확률과 통계,14,"실수 a(a≥0)에 대하여 수직선 위를 움직이는 점 P의 시각 t(t≥0)에서의 속도 v(t)를 v(t)=-t(t-1)(t-a)(t-2a)라 하자. 점 P가 시각 t=0일 때 출발한 후 운동 방향을 한 번만 바꾸도록 하는 a에 대하여, 시각 t=0에서 t=2까지 점 P의 위치의 변화량의 최댓값은? [4점]",1/5,7/30,4/15,3/10,1/3,3
KSAT_2023_06_고3_확률과 통계,15,"자연수 k에 대하여 다음 조건을 만족시키는 수열 {a_n}이 있다. a₁=k이고, 모든 자연수 n에 대하여 a_(n+1) = a_n+2n-k (a_n≤0) 또는 a_n-2n-k (a_n>0)이다. a₃a₄a₅a₆<0이 되도록 하는 모든 k의 값의 합은? [4점]",10,14,18,22,26,2
KSAT_2023_06_고3_확률과 통계,24,"두 사건 A, B에 대하여 P(A∩B^c)=1/9, P(B^c)=7/18일 때, P(A∪B)의 값은? (단, B^c은 B의 여사건이다.) [3점]",5/9,11/18,2/3,13/18,7/9,4
KSAT_2023_06_고3_확률과 통계,25,"흰색 손수건 4장, 검은색 손수건 5장이 들어 있는 상자가 있다. 이 상자에서 임의로 4장의 손수건을 동시에 꺼낼 때, 꺼낸 4장의 손수건 중에서 흰색 손수건이 2장 이상일 확률은? [3점]",1/2,4/7,11/14,5/7,11/14,3
KSAT_2023_06_고3_확률과 통계,27,"한 개의 주사위를 두 번 던질 때 나오는 눈의 수를 차례로 a, b라 하자. a×b가 4의 배수일 때, a+b≤7일 확률은? [3점]",2/5,7/15,8/15,3/5,2/3,2
KSAT_2023_06_고3_확률과 통계,28,"집합 X={1,2,3,4,5}에 대하여 다음 조건을 만족시키는 함수 f:X→X의 개수는? [4점]
(가) f(1)×f(3)×f(5)는 홀수이다.
(나) f(2) < f(4)
(다) 함수 f의 치역의 원소의 개수는 3이다.",128,132,136,140,144,5
KSAT_2025_07_고3_기하,3,"모든 항이 양수인 등비수열 {an}에 대하여 a1 × a13 = 64, a5/a2 = 2일 때, a4의 값은? [3점]",2,4,6,8,10,2
KSAT_2025_07_고3_기하,4,"함수 f(x) = {ax³-5 (x<2), ax+1 (x≥2)}가 실수 전체의 집합에서 연속일 때, 상수 a의 값은? [3점]",1,2,3,4,5,1
KSAT_2025_07_고3_기하,5,"다항함수 f(x)에 대하여 함수 g(x)를 g(x) = (x²-1)f(x)라 하자. f(1)=5일 때, g'(1)의 값은? [3점]",2,4,6,8,10,5
KSAT_2025_07_고3_기하,6,"sin(π/2 + θ) + cos(π/2 - θ) = √5/5일 때, sinθcosθ의 값은? [3점]",-2/5,-1/5,0,1/5,2/5,1
KSAT_2025_07_고3_기하,7,"다항함수 f(x)가 모든 실수 x에 대하여 ∫(from 1 to x) f(t)dt = xf(x) - x³을 만족시킬 때, f(2)의 값은? [3점]",4,9/2,5,11/2,6,4
KSAT_2025_07_고3_기하,8,"1이 아닌 두 자연수 a, b에 대하여 log2a + logb(ab) = 5/2일 때, a+b의 값은? [3점]",4,6,8,10,12,2
KSAT_2025_07_고3_기하,9,"이차함수 f(x)가 ∫(from -1 to 1) f'(x)dx = 0을 만족시킬 때, f(0)-f(-1) + ∫(from 0 to 1) {x²+2x+f'(x)}dx의 값은? [4점]",1/3,2/3,1,4/3,5/3,4
KSAT_2025_07_고3_기하,10,"다음과 같이 0≤x<2에서 정의된 함수 f(x)가 있다. n-1≤x<n일 때, f(x)=3n sin(πx)+4이다. (단, n=1,2) 함수 y=f(x)의 그래프 위의 점 중 y좌표가 자연수인 점의 개수는? [4점]",7,10,13,16,19,3
KSAT_2025_07_고3_기하,11,"수직선 위를 움직이는 두 점 P, Q의 시각 t (t≥0)에서의 위치가 각각 x1 =t³-5t²+10t, x2 = (2/3)t³-2t-10이다. 두 점 P, Q 사이의 거리가 최소가 되는 순간 점 P의 가속도는? [4점]",8,11,14,17,20,3
KSAT_2025_07_고3_기하,12,"첫째항이 1인 등차수열 {an}이 있다. 수열 {bn}이 모든 자연수 n에 대하여 bn+1 = {bn+1 (n이 3의 배수가 아닌 경우), an+bn (n이 3의 배수인 경우)}를 만족시킨다. b9-b3 = 27일 때, ∑(from k=1 to 10)ak의 값은? [4점]",100,145,190,235,280,2
KSAT_2025_07_고3_기하,13,"함수 f(x)=x²-4x+5와 두 상수 a, b에 대하여 함수 g(x) = {|f(x)|-x² (x≤0), {f(x)}²+x³ (x>0)}이 실수 전체의 집합에서 연속이다. 실수 t에 대하여 함수 y=g(x)의 그래프와 직선 y=t가 만나는 점의 개수를 h(t)라 하자. |lim (t→k+)h(t) - lim (t→k-)h(t)| = 2를 만족시키는 서로 다른 모든 실수 k의 값이 1, 4, 5일 때, g(-4)의 값은? (단, a, b는 상수이다.) [4점]",9,10,11,12,13,5
KSAT_2025_07_고3_기하,15,"함수 f(x)=x²+ax+b에 대하여 함수 g(x) = {|f(x)|-x² (x≤0), {f(x)}²+x³ (x>0)}이 다음 조건을 만족시킨다. (가) 함수 g(x)는 x=b에서만 미분가능하지 않다. (나) 방정식 g(x)=0은 음의 실근을 갖는다. g(-1/2)+g(3)의 값은? (단, a, b는 상수이다.) [4점]",183/2,187/2,191/2,195/2,199/2,1
KSAT_2025_07_고3_기하,23,"두 벡터 a=(-6,0), b=(k,2)에 대하여 a+2b=(0,4)일 때, k의 값은? [2점]",1,2,3,4,5,3
KSAT_2025_07_고3_기하,25,"좌표평면 위의 세 점 O(0,0), A(3,4), B(-3,6)에 대하여 점 P가 (OP-OA)∙OB=0을 만족시킬 때, |OP|의 최솟값은? [3점]",√2,√3,2,√5,√6,4
KSAT_2025_07_고3_기하,26,"쌍곡선 x²/a² - y²/b² = 1의 한 초점 F(c,0) (c>0)을 지나고 y축에 평행한 직선이 쌍곡선과 제1사분면에서 만나는 점을 P라 하자. PF=5일 때, b²의 값은? (단, b는 양수이다.) [3점]",16,18,20,22,24,3
KSAT_2025_07_고3_기하,27,"[MultiModal] 공간에 서로 평행한 두 직선 l, m을 포함하는 평면 α가 있다. 평면 α 위에 있지 않은 점 P에서 두 직선 l, m에 내린 수선의 발을 각각 A, B라 하자. 직선 l 위의 점 C에 대하여 네 점 A, B, C, P가 AP=3, BP=3√2, AP/CA = BP/BA = BA/BC를 만족시킨다. 점 P에서 선분 BC에 내린 수선의 발을 H라 할 때, 선분 PH의 길이는? [3점]",2√2,2√10,2√3,4√14,4,2
KSAT_2023_09_고3_확률과 통계,2,함수 f(x) = 2x²-x에 대하여 lim┬(x→1)⁡〖(f(x)-1)/(x-1)〗 의 값은? [2점],1,2,3,4,5,3
KSAT_2023_09_고3_확률과 통계,3,"3/2π < θ < 2π인 θ에 대하여 cosθ = √6/3 일 때, tanθ의 값은? [3점]",-√2,-√2/2,0,√2/2,√2,2
KSAT_2023_09_고3_확률과 통계,5,"모든 항이 양수인 등비수열 {a_n}에 대하여 a_3a_8 = 12, a_5+a_6 = 36일 때, a_11의 값은? [3점]",72,78,84,90,96,3
KSAT_2023_09_고3_확률과 통계,6,"함수 f(x) = x³+ax²+bx+1은 x=-1에서 극대이고, x=3에서 극소이다. 함수 f(x)의 극댓값은? (단, a, b는 상수이다.) [3점]",0,3,6,9,12,3
KSAT_2023_09_고3_확률과 통계,7,"두 실수 a, b가 3^a+2^b = log₃32, ab = log₉2를 만족시킬 때, 1/3a + 1/2b의 값은? [3점]",1/12,5/6,1/4,5/3,25/12,4
KSAT_2023_09_고3_확률과 통계,8,"다항함수 f(x)가 f'(x) = 6x²-2f(1)x, f(0)=4를 만족시킬 때, f(2)의 값은? [3점]",5,6,7,8,9,4
KSAT_2023_09_고3_확률과 통계,9,"0≤x≤2π일 때, 부등식 cosx ≤ sin(π/7)을 만족시키는 모든 x의 값의 범위는 α≤x≤β이다. β-α의 값은? [4점]",8/7π,17/14π,9/7π,19/14π,10/7π,3
KSAT_2023_09_고3_확률과 통계,10,"최고차항의 계수가 1인 삼차함수 f(x)에 대하여 곡선 y=f(x) 위의 점 (-2, f(-2))에서의 접선과 곡선 y=f(x) 위의 점 (2,3)에서의 접선이 점 (1,3)에서 만날 때, f(0)의 값은? [4점]",31,33,35,37,39,3
KSAT_2023_09_고3_확률과 통계,11,"두 점 P와 Q는 시각 t=0일 때 각각 점 A(1)과 점 B(8)에서 출발하여 수직선 위를 움직인다. 두 점 P, Q의 시각 t(t≥0)에서의 속도는 각각 v₁(t) = 3t²+4t-7, v₂(t) = 2t+4이다. 출발한 시각부터 두 점 P, Q 사이의 거리가 처음으로 4가 될 때까지 점 P가 움직인 거리는? [4점]",10,14,19,25,32,5
KSAT_2023_09_고3_확률과 통계,12,"첫째항이 자연수인 수열 {a_n}이 모든 자연수 n에 대하여 a_(n+1) = a_n+1 (a_n이 홀수인 경우), a_(n+1) = 1/2 a_n (a_n이 짝수인 경우)를 만족시킬 때, a₂+a₄=40이 되도록 하는 모든 a₁의 값의 합은? [4점]",172,175,178,181,184,1
KSAT_2023_09_고3_확률과 통계,13,"두 실수 a, b에 대하여 함수 f(x) = {(-1/3 x³-ax²-bx (x<0)), (1/3 x³+ax²-bx (x≥0))}이 구간(-∞,-1]에서 감소하고 구간 [-1,∞)에서 증가할 때, a+b의 최댓값을 M, 최솟값을 m이라 하자. M-m의 값은? [4점]",3/2+3√2,3+3√2,9/2+3√2,6+3√2,15/2+3√2,3
KSAT_2023_09_고3_확률과 통계,14,"두 자연수 a, b에 대하여 함수 f(x) = {(2^(x+a+b) (x≤-8)), (-3^(-x+a+8) (x>-8))}이 다음 조건을 만족시킬 때, a+b의 값은? [4점]
집합 {f(x)|x≤k}의 원소 중 정수인 것의 개수가 2가 되도록 하는 모든 실수 k의 값의 범위는 3≤k<4이다.",11,13,15,17,19,2
KSAT_2023_09_고3_확률과 통계,15,"최고차항의 계수가 1인 삼차함수 f(x)에 대하여 함수 g(x)를 g(x) = {((f(x+3)(f(x)+1))/f(x) (f(x)≠0)), (3 (f(x)=0))}이라 하자. lim┬(x→3)⁡g(x) = g(3)-1일 때, g(5)의 값은? [4점]",14,16,18,20,22,4
KSAT_2023_09_고3_확률과 통계,24,[MultiModal] 그림과 같이 직사각형 모양으로 연결된 도로망이 있다. 이 도로망을 따라 A지점에서 출발하여 P지점을 거쳐 B지점까지 최단 거리로 가는 경우의 수는? [3점],6,7,8,9,10,3
KSAT_2023_09_고3_확률과 통계,25,"두 사건 A, B에 대하여 A와 B^c은 서로 배반사건이고 P(A∩B) = 1/10, P(A)+P(B) = 7/10일 때, P(A^c∩B)의 값은? (단, A^c은 A의 여사건이다.) [3점]",1/10,1/5,3/10,2/5,1/2,3
KSAT_2023_09_고3_확률과 통계,26,"[MultiModal] 어느 고등학교의 수학 시험에 응시한 수험생의 시험 점수는 평균이 68점, 표준편차가 10점인 정규분포를 따른다고 한다. 이 수학 시험에 응시한 수험생 중 임의로 선택한 수험생 한 명의 시험 점수가 55점 이상이고 78점 이하일 확률을 오른쪽 표준정규분포표를 이용하여 구한 것은? [3점]",0.7262,0.7445,0.7492,0.7675,0.7881,2
KSAT_2023_09_고3_확률과 통계,27,"두 집합 X = {1, 2, 3, 4}, Y= {1, 2, 3, 4, 5,6,7}에 대하여 X에서 Y로의 모든 일대일함수 f 중에서 임의로 하나를 선택할 때, 이 함수가 다음 조건을 만족시킬 확률은? [3점]
(가) f(2)=2
(나) f(1)×f(2)×f(3)×f(4)는 4의 배수이다.",1/14,3/35,1/10,4/35,9/70,4
KSAT_2022_06_고3_기하,3,"π/2 < θ < π인 θ에 대하여 cos²θ = 1/9일 때, sin²θ+cosθ의 값은?",-4/9,-1/3,-2/9,1/9,5/9,4
KSAT_2022_06_고3_기하,5,"모든 항이 양수인 등비수열 {an}에 대하여 a₁=1/3, a₂+a₃=3/2일 때, a₆+a₇의 값은?",16,20,24,28,32,5
KSAT_2022_06_고3_기하,6,"두 양수 a, b에 대하여 함수 f(x)가 f(x) = {x+a (x<-1), x (-1≤x<3), bx-2 (x≥3)}이다. 함수 f(x)가 실수 전체의 집합에서 연속일 때, a+b의 값은?",7/3,8/3,3,10/3,11/3,3
KSAT_2022_06_고3_기하,7,"닫힌구간 [0, π]에서 정의된 함수 f(x)=-sin2x가 x=a에서 최댓값을 갖고 x=b에서 최솟값을 갖는다. 곡선 y=f(x) 위의 두 점 (a, f(a)), (b, f(b))를 지나는 직선의 기울기는?",1/π,2/π,3/π,4/π,5/π,4
KSAT_2022_06_고3_기하,8,"실수 전체의 집합에서 미분가능하고 다음 조건을 만족시키는 모든 함수 f(x)에 대하여 f(5)의 최솟값은?
(가) f(1)=3
(나) 1<x<5인 모든 실수 x에 대하여 f'(x) ≥5이다.",21,22,23,24,25,3
KSAT_2022_06_고3_기하,9,"두 함수 f(x)=x³-x+6, g(x)=x²+a가 있다. x≥0인 모든 실수 x에 대하여 부등식 f(x) ≥ g(x)가 성립할 때, 실수 a의 최댓값은?",1,2,3,4,5,5
KSAT_2022_06_고3_기하,10,"[MultiModal] 그림과 같이 AB=3, BC=2, AC > 3이고 cos(∠BAC) = 7/8인 삼각형 ABC가 있다. 선분 AC의 중점을 M, 삼각형 ABC의 외접원이 직선 BM과 만나는 점 중 B가 아닌 점을 D라 할 때, 선분 MD의 길이는?",3√10/5,7√10/10,4√10/5,9√10/10,√10,3
KSAT_2022_06_고3_기하,11,"시각 t=0일 때 동시에 원점을 출발하여 수직선 위를 움직이는 두 점 P, Q의 시각 t(t≥0)에서의 속도가 각각 v₁(t)=2-t, v₂(t)=3t이다. 출발한 시각부터 점 P가 원점으로 돌아올 때까지 점 Q가 움직인 거리는?",16,18,20,22,24,5
KSAT_2022_06_고3_기하,12,"공차가 3인 등차수열 {an}이 다음 조건을 만족시킬 때, a₁₀의 값은?
(가) a₅×a₇<0
(나) ∑(k=1 to 6) |a₂k-1+6| = 6+∑(k=1 to 6) |a₂k|",21/2,11,23/2,12,25/2,4
KSAT_2022_06_고3_기하,13,"[MultiModal] 두 곡선 y=16ˣ, y=2ˣ과 한 점 A(64, 2⁶⁴)이 있다. 점 A를 지나며 x축과 평행한 직선이 곡선 y=16ˣ과 만나는 점을 P₁이라 하고, 점 P₁을 지나며 y축과 평행한 직선이 곡선 y=2ˣ과 만나는 점을 Q₁이라 하자. 점 Q₁을 지나며 x축과 평행한 직선이 곡선 y=16ˣ과 만나는 점을 P₂라 하고, 점 P₂를 지나며 y축과 평행한 직선이 곡선 y=2ˣ과 만나는 점을 Q₂라 하자. 이와 같은 과정을 계속하여 n번째 얻은 두 점을 각각 Pn, Qn이라 하고 점 Qn의 x좌표를 xn이라 할 때, xn < 1/k을 만족시키는 n의 최솟값이 6이 되도록 하는 자연수 k의 개수는?",48,51,54,57,60,3
KSAT_2022_06_고3_기하,15,"자연수 k에 대하여 다음 조건을 만족시키는 수열 {an}이 있다. a₁ = 0이고, 모든 자연수 n에 대하여 an+1 = {an+k+1 (an≤0), an-1/k (an>0)}이다. a₂₂=0이 되도록 하는 모든 k의 값의 합은?",12,14,16,18,20,4
KSAT_2022_06_고3_기하,23,"서로 평행하지 않은 두 벡터 a, b에 대하여 두 벡터 a+2b, 3a+kb가 서로 평행하도록 하는 실수 k의 값은? (단, a ≠ 0, b≠ 0)",2,4,6,8,10,3
KSAT_2022_06_고3_기하,24,"쌍곡선 x²/a² - y²/b² =1의 주축의 길이가 6이고 한 점근선의 방정식이 y=2x일 때, 두 초점 사이의 거리는? (단, a와 b는 양수이다.)",4√5,6√5,8√5,10√5,12√5,2
KSAT_2022_06_고3_기하,25,"좌표평면에서 두 직선 (x-3)/4 = (y-5)/3, (x-1)/(-1) = (z-2)/(-2)가 이루는 예각의 크기를 θ라 할 때, cosθ의 값은?",√11/11,√10/10,1/3,√2/4,√7/7,2
KSAT_2022_06_고3_기하,27,"[MultiModal] AD=2, AB=CD=√2, ∠ABC = ∠BCD = 45°인 사다리꼴 ABCD가 있다. 두 대각선 AC와 BD의 교점을 E, 점 A에서 선분 BC에 내린 수선의 발을 H, 선분 AH와 선분 BD의 교점을 F라 할 때, AF→·CE→의 값은?",-1/9,-2/9,-1/3,-4/9,-5/9,4
KSAT_2022_06_고3_기하,28,"좌표평면에서 직선 y=2x-3 위를 움직이는 점 P가 있다. 두 점 A(c, 0), B(-c, 0) (c>0)에 대하여 PB-PA의 값이 최대가 되도록 하는 점 P의 좌표가 (3, 3)일 때, 상수 c의 값은?",3√6/2,3√7/2,3√2,9/2,3√10/2,1
KSAT_2022_11_수능_확률과 통계,3,"공비가 양수인 등비수열 {an}이 a₂+a₄=30, a₄+a₆=15/2 를 만족시킬 때, a₁의 값은? [3점]",48,56,64,72,80,3
KSAT_2022_11_수능_확률과 통계,4,"다항함수 f(x)에 대하여 함수 g(x)를 g(x) = x²f(x) 라 하자. f(2)=1, f'(2)=3일 때, g'(2)의 값은? [3점]",12,14,16,18,20,3
KSAT_2022_11_수능_확률과 통계,6,"함수 f(x) = 2x³-9x²+ax+5는 x=1에서 극대이고, x=b에서 극소이다. a+b의 값은? (단, a, b는 상수이다.) [3점]",12,14,16,18,20,3
KSAT_2022_11_수능_확률과 통계,7,"모든 항이 양수이고 첫째항과 공차가 같은 등차수열 {an}이 Σ(k=1 to 15) 1/(√ak+√ak+1) = 2를 만족시킬 때, a₁의 값은? [3점]",6,7,8,9,10,4
KSAT_2022_11_수능_확률과 통계,9,"함수 f(x)=a√3 tan2x 가 닫힌구간 [-π/6, π/6]에서 최댓값 7, 최솟값 3을 가질 때, a×b의 값은? (단, a, b는 상수이다.) [4점]",π/2,5π/12,π/3,π/4,π/6,3
